Prot_A,Prot_B,uniprotID_Prot_A,uniprotID_Prot_B,Disease
GNB3,GNB2,P16520,P62879,Alzheimer's disease
GNB3,CHEMBL3883319,P16520,P62873 P59768,Alzheimer's disease
GNB3,GNB1,P16520,P62873,Alzheimer's disease
GNB3,GNB4,P16520,Q9HAV0,Alzheimer's disease
GNB3,GNB5,P16520,O14775,Alzheimer's disease
GNB3,GNAL,P16520,P38405,Alzheimer's disease
GNB3,GNAS,P16520,P63092,Alzheimer's disease
GNB4,CHEMBL3883319,Q9HAV0,P62873 P59768,Alzheimer's disease
GNB4,GNB1,Q9HAV0,P62873,Alzheimer's disease
GNB4,GNB2,Q9HAV0,P62879,Alzheimer's disease
GNB4,GNB5,Q9HAV0,O14775,Alzheimer's disease
GNB4,GNAL,Q9HAV0,P38405,Alzheimer's disease
GNB4,GNAS,Q9HAV0,P63092,Alzheimer's disease
HTR3B,CHEMBL4296091,O95264,Q8WXA8 P46098,Alzheimer's disease
HTR3B,CHEMBL4296087,O95264,A5X5Y0 P46098,Alzheimer's disease
HTR3B,CHEMBL2111332,O95264,O95264 P46098,Alzheimer's disease
HTR3B,HTR3A,O95264,P46098,Alzheimer's disease
CHEMBL2111332,CHEMBL4296091,O95264 P46098,Q8WXA8 P46098,Alzheimer's disease
CHEMBL2111332,CHEMBL4296087,O95264 P46098,A5X5Y0 P46098,Alzheimer's disease
CHEMBL2111332,HTR3A,O95264 P46098,P46098,Alzheimer's disease
CYP2C9,CYP2C19,P11712,P33261,Alzheimer's disease
GNB5,GNB2,O14775,P62879,Alzheimer's disease
GNB5,CHEMBL3883319,O14775,P62873 P59768,Alzheimer's disease
GNB5,GNB1,O14775,P62873,Alzheimer's disease
GNB5,GNAS,O14775,P63092,Alzheimer's disease
GNB5,GNAL,O14775,P38405,Alzheimer's disease
HTR6,GNAL,P50406,P38405,Alzheimer's disease
HTR6,GNAS,P50406,P63092,Alzheimer's disease
GNB2,CHEMBL3883319,P62879,P62873 P59768,Alzheimer's disease
GNB2,GNB1,P62879,P62873,Alzheimer's disease
GNB2,GNAL,P62879,P38405,Alzheimer's disease
GNB2,GNAS,P62879,P63092,Alzheimer's disease
GNAL,GNAS,P38405,P63092,Alzheimer's disease
GNAL,CHEMBL3883319,P38405,P62873 P59768,Alzheimer's disease
GNAL,GNB1,P38405,P62873,Alzheimer's disease
GNAS,CHEMBL3883319,P63092,P62873 P59768,Alzheimer's disease
GNAS,GNB1,P63092,P62873,Alzheimer's disease
DRD4,GNG3,P21917,P63215,Alzheimer's disease
DRD4,GNB4,P21917,Q9HAV0,Alzheimer's disease
DRD4,CHEMBL3883319,P21917,P62873 P59768,Alzheimer's disease
DRD4,GNB1,P21917,P62873,Alzheimer's disease
DRD4,GNAI2,P21917,P04899,Alzheimer's disease
DRD4,GNAI3,P21917,P08754,Alzheimer's disease
DRD4,GNB5,P21917,O14775,Alzheimer's disease
DRD4,GNB2,P21917,P62879,Alzheimer's disease
DRD4,GNAI1,P21917,P63096,Alzheimer's disease
DRD4,GNB3,P21917,P16520,Alzheimer's disease
DRD4,DRD3,P21917,P35462,Alzheimer's disease
GNB3,DRD3,P16520,P35462,Alzheimer's disease
GNB3,GNAI1,P16520,P63096,Alzheimer's disease
GNB3,GNAI3,P16520,P08754,Alzheimer's disease
GNB3,GNAI2,P16520,P04899,Alzheimer's disease
GNB3,GNG3,P16520,P63215,Alzheimer's disease
GNB4,DRD3,Q9HAV0,P35462,Alzheimer's disease
GNB4,GNAI2,Q9HAV0,P04899,Alzheimer's disease
GNB4,GNAI3,Q9HAV0,P08754,Alzheimer's disease
GNB4,GNAI1,Q9HAV0,P63096,Alzheimer's disease
GNB4,GNG3,Q9HAV0,P63215,Alzheimer's disease
GNB5,DRD3,O14775,P35462,Alzheimer's disease
GNB5,GNAI3,O14775,P08754,Alzheimer's disease
GNB5,GNAI2,O14775,P04899,Alzheimer's disease
GNB5,GNAI1,O14775,P63096,Alzheimer's disease
GNB5,GNG3,O14775,P63215,Alzheimer's disease
GNG3,DRD3,P63215,P35462,Alzheimer's disease
GNG3,GNAI2,P63215,P04899,Alzheimer's disease
GNG3,GNAI3,P63215,P08754,Alzheimer's disease
GNG3,GNAI1,P63215,P63096,Alzheimer's disease
GNG3,CHEMBL3883319,P63215,P62873 P59768,Alzheimer's disease
GNG3,GNB1,P63215,P62873,Alzheimer's disease
GNG3,GNB2,P63215,P62879,Alzheimer's disease
GNB2,DRD3,P62879,P35462,Alzheimer's disease
GNB2,GNAI1,P62879,P63096,Alzheimer's disease
GNB2,GNAI2,P62879,P04899,Alzheimer's disease
GNB2,GNAI3,P62879,P08754,Alzheimer's disease
GNAI2,DRD3,P04899,P35462,Alzheimer's disease
GNAI2,GNAI1,P04899,P63096,Alzheimer's disease
GNAI2,GNAI3,P04899,P08754,Alzheimer's disease
GNAI2,CHEMBL3883319,P04899,P62873 P59768,Alzheimer's disease
GNAI2,GNB1,P04899,P62873,Alzheimer's disease
MAOA,COMT,P21397,P21964,Alzheimer's disease
GNAI1,DRD3,P63096,P35462,Alzheimer's disease
GNAI1,GNAI3,P63096,P08754,Alzheimer's disease
GNAI1,CHEMBL3883319,P63096,P62873 P59768,Alzheimer's disease
GNAI1,GNB1,P63096,P62873,Alzheimer's disease
GNAI3,DRD3,P08754,P35462,Alzheimer's disease
GNAI3,CHEMBL3883319,P08754,P62873 P59768,Alzheimer's disease
GNAI3,GNB1,P08754,P62873,Alzheimer's disease
DRD3,CHEMBL3883319,P35462,P62873 P59768,Alzheimer's disease
DRD3,GNB1,P35462,P62873,Alzheimer's disease
DRD4,ARRB2,P21917,P32121,Alzheimer's disease
DRD4,GNG2,P21917,P59768,Alzheimer's disease
DRD4,KLHL12,P21917,Q53G59,Alzheimer's disease
GNB3,GNG2,P16520,P59768,Alzheimer's disease
GNB5,GNG2,O14775,P59768,Alzheimer's disease
GNB2,GNG2,P62879,P59768,Alzheimer's disease
GNG2,DRD3,P59768,P35462,Alzheimer's disease
GNG2,GNAI1,P59768,P63096,Alzheimer's disease
MAOA,DBH,P21397,P09172,Alzheimer's disease
COMT,DBH,P21964,P09172,Alzheimer's disease
SLC6A3,CHEMBL4296096,Q01959,P14416 P41594,Alzheimer's disease
SLC6A3,CHEMBL3038478,Q01959,P14416,Alzheimer's disease
SLC6A3,DRD2,Q01959,P14416,Alzheimer's disease
SST,OXTR,P61278,P30559,Alzheimer's disease
SST,CHEMBL4296096,P61278,P14416 P41594,Alzheimer's disease
SST,CHEMBL3038478,P61278,P14416,Alzheimer's disease
SST,DRD2,P61278,P14416,Alzheimer's disease
GNAI2,OXTR,P04899,P30559,Alzheimer's disease
GNAI2,CHEMBL4296096,P04899,P14416 P41594,Alzheimer's disease
GNAI2,CHEMBL3038478,P04899,P14416,Alzheimer's disease
GNAI2,DRD2,P04899,P14416,Alzheimer's disease
GNAI2,CHEMBL3885538,P04899,P21554 P35372,Alzheimer's disease
GNAI2,CHEMBL3301387,P04899,P21554 O43613,Alzheimer's disease
GNAI2,CNR1,P04899,P21554,Alzheimer's disease
OXTR,GHRL,P30559,Q9UBU3,Alzheimer's disease
OXTR,GNAI1,P30559,P63096,Alzheimer's disease
OXTR,GNAI3,P30559,P08754,Alzheimer's disease
GHRL,CHEMBL4296096,Q9UBU3,P14416 P41594,Alzheimer's disease
GHRL,CHEMBL3038478,Q9UBU3,P14416,Alzheimer's disease
GHRL,DRD2,Q9UBU3,P14416,Alzheimer's disease
GNAI1,CHEMBL4296096,P63096,P14416 P41594,Alzheimer's disease
GNAI1,CHEMBL3038478,P63096,P14416,Alzheimer's disease
GNAI1,DRD2,P63096,P14416,Alzheimer's disease
GNAI1,CHEMBL3885538,P63096,P21554 P35372,Alzheimer's disease
GNAI1,CHEMBL3301387,P63096,P21554 O43613,Alzheimer's disease
GNAI1,CNR1,P63096,P21554,Alzheimer's disease
CHEMBL4296096,GNAI3,P14416 P41594,P08754,Alzheimer's disease
CHEMBL3038478,GNAI3,P14416,P08754,Alzheimer's disease
DRD2,GNAI3,P14416,P08754,Alzheimer's disease
CHEMBL4296096,CHEMBL3885538,P14416 P41594,P21554 P35372,Alzheimer's disease
CHEMBL4296096,CHEMBL3301387,P14416 P41594,P21554 O43613,Alzheimer's disease
CHEMBL4296096,CNR1,P14416 P41594,P21554,Alzheimer's disease
CHEMBL3038478,CHEMBL3885538,P14416,P21554 P35372,Alzheimer's disease
CHEMBL3038478,CHEMBL3301387,P14416,P21554 O43613,Alzheimer's disease
CHEMBL3038478,CNR1,P14416,P21554,Alzheimer's disease
DRD2,CHEMBL3885538,P14416,P21554 P35372,Alzheimer's disease
DRD2,CHEMBL3301387,P14416,P21554 O43613,Alzheimer's disease
DRD2,CNR1,P14416,P21554,Alzheimer's disease
CHEMBL4296096,ARRB2,P14416 P41594,P32121,Alzheimer's disease
CHEMBL3038478,ARRB2,P14416,P32121,Alzheimer's disease
DRD2,ARRB2,P14416,P32121,Alzheimer's disease
CHEMBL4296096,CHEMBL4296100,P14416 P41594,P62166 Q9NPQ8,Alzheimer's disease
CHEMBL4296096,NCS1,P14416 P41594,P62166,Alzheimer's disease
CHEMBL3038478,CHEMBL4296100,P14416,P62166 Q9NPQ8,Alzheimer's disease
CHEMBL3038478,NCS1,P14416,P62166,Alzheimer's disease
DRD2,CHEMBL4296100,P14416,P62166 Q9NPQ8,Alzheimer's disease
DRD2,NCS1,P14416,P62166,Alzheimer's disease
CHEMBL3885538,GNAI3,P21554 P35372,P08754,Alzheimer's disease
CHEMBL3301387,GNAI3,P21554 O43613,P08754,Alzheimer's disease
CNR1,GNAI3,P21554,P08754,Alzheimer's disease
OXT,HTR1A,P01178,P08908,Alzheimer's disease
GNB3,HTR1A,P16520,P08908,Alzheimer's disease
GNB4,HTR1A,Q9HAV0,P08908,Alzheimer's disease
TPH1,TPH2,P17752,Q8IWU9,Alzheimer's disease
GAL,GALR1,P22466,P47211,Alzheimer's disease
SST,HTR1A,P61278,P08908,Alzheimer's disease
GALR1,HTR1A,P47211,P08908,Alzheimer's disease
HTR1A,GNAI3,P08908,P08754,Alzheimer's disease
HTR1A,NPY,P08908,P01303,Alzheimer's disease
HTR1A,FGFR1,P08908,P11362,Alzheimer's disease
FGFR1,BDNF,P11362,P23560,Alzheimer's disease
GNA11,CHEMBL4630758,P29992,P28223 Q14416,Alzheimer's disease
GNA11,HTR2A,P29992,P28223,Alzheimer's disease
GNA11,HTR2C,P29992,P28335,Alzheimer's disease
GNA11,ARRB2,P29992,P32121,Alzheimer's disease
GNA11,GNAQ,P29992,P50148,Alzheimer's disease
CHEMBL4106164,HTR2C,Q08289 P54289 Q13936,P28335,Alzheimer's disease
CHEMBL3988638,HTR2C,Q02641 P54289 Q13936,P28335,Alzheimer's disease
CACNA1C,HTR2C,Q13936,P28335,Alzheimer's disease
CHEMBL4106164,CHEMBL4630758,Q08289 P54289 Q13936,P28223 Q14416,Alzheimer's disease
CHEMBL4106164,HTR2A,Q08289 P54289 Q13936,P28223,Alzheimer's disease
CHEMBL3988638,CHEMBL4630758,Q02641 P54289 Q13936,P28223 Q14416,Alzheimer's disease
CHEMBL3988638,HTR2A,Q02641 P54289 Q13936,P28223,Alzheimer's disease
CACNA1C,CHEMBL4630758,Q13936,P28223 Q14416,Alzheimer's disease
CACNA1C,HTR2A,Q13936,P28223,Alzheimer's disease
HTR2C,CHEMBL4630758,P28335,P28223 Q14416,Alzheimer's disease
HTR2C,HTR2A,P28335,P28223,Alzheimer's disease
HTR2C,GNAQ,P28335,P50148,Alzheimer's disease
GNAQ,ARRB2,P50148,P32121,Alzheimer's disease
GNAQ,CHEMBL4630758,P50148,P28223 Q14416,Alzheimer's disease
GNAQ,HTR2A,P50148,P28223,Alzheimer's disease
CHEMBL4296091,DLG4,Q8WXA8 P46098,P78352,Alzheimer's disease
CHEMBL4296087,DLG4,A5X5Y0 P46098,P78352,Alzheimer's disease
CHEMBL2111332,DLG4,O95264 P46098,P78352,Alzheimer's disease
HTR3A,DLG4,P46098,P78352,Alzheimer's disease
GRM3,GRM2,Q14832,Q14416,Alzheimer's disease
GRM3,CHEMBL4630758,Q14832,P28223 Q14416,Alzheimer's disease
CRHR1,DLG4,P34998,P78352,Alzheimer's disease
ARRB2,CHEMBL4630758,P32121,P28223 Q14416,Alzheimer's disease
ARRB2,HTR2A,P32121,P28223,Alzheimer's disease
CHEMBL4630758,ARF1,P28223 Q14416,P84077,Alzheimer's disease
HTR2A,ARF1,P28223,P84077,Alzheimer's disease
GNA11,GNA14,P29992,O95837,Alzheimer's disease
GNA11,CHEMBL4523662,P29992,Q9Y210 Q13507,Alzheimer's disease
GNA11,TRPC6,P29992,Q9Y210,Alzheimer's disease
CHEMBL4106164,CACNA1S,Q08289 P54289 Q13936,Q13698,Alzheimer's disease
CHEMBL3988638,CACNA1S,Q02641 P54289 Q13936,Q13698,Alzheimer's disease
CACNA1C,CACNA1S,Q13936,Q13698,Alzheimer's disease
CHEMBL4106164,CACNA1F,Q08289 P54289 Q13936,O60840,Alzheimer's disease
CHEMBL3988638,CACNA1F,Q02641 P54289 Q13936,O60840,Alzheimer's disease
CACNA1C,CACNA1F,Q13936,O60840,Alzheimer's disease
CHEMBL4106164,CACNA1D,Q08289 P54289 Q13936,Q01668,Alzheimer's disease
CHEMBL3988638,CACNA1D,Q02641 P54289 Q13936,Q01668,Alzheimer's disease
CACNA1C,CACNA1D,Q13936,Q01668,Alzheimer's disease
HTR2C,CACNA1S,P28335,Q13698,Alzheimer's disease
HTR2C,CACNA1F,P28335,O60840,Alzheimer's disease
HTR2C,GNA14,P28335,O95837,Alzheimer's disease
HTR2C,CACNA1D,P28335,Q01668,Alzheimer's disease
GNAQ,GNA14,P50148,O95837,Alzheimer's disease
GNAQ,CHEMBL4523662,P50148,Q9Y210 Q13507,Alzheimer's disease
GNAQ,TRPC6,P50148,Q9Y210,Alzheimer's disease
CACNA1D,CHEMBL4630758,Q01668,P28223 Q14416,Alzheimer's disease
CACNA1D,HTR2A,Q01668,P28223,Alzheimer's disease
CACNA1D,CACNA1F,Q01668,O60840,Alzheimer's disease
CACNA1D,CACNA1S,Q01668,Q13698,Alzheimer's disease
CHEMBL4523662,GNA14,Q9Y210 Q13507,O95837,Alzheimer's disease
TRPC6,GNA14,Q9Y210,O95837,Alzheimer's disease
CACNA1S,CHEMBL4630758,Q13698,P28223 Q14416,Alzheimer's disease
CACNA1S,HTR2A,Q13698,P28223,Alzheimer's disease
CACNA1S,CACNA1F,Q13698,O60840,Alzheimer's disease
CACNA1F,CHEMBL4630758,O60840,P28223 Q14416,Alzheimer's disease
CACNA1F,HTR2A,O60840,P28223,Alzheimer's disease
GNA14,CHEMBL4630758,O95837,P28223 Q14416,Alzheimer's disease
GNA14,HTR2A,O95837,P28223,Alzheimer's disease
GNA11,PTGER1,P29992,P34995,Alzheimer's disease
GNA11,GNAS,P29992,P63092,Alzheimer's disease
GNA11,CHEMBL3301384,P29992,P51681 P35372,Alzheimer's disease
GNA11,CCR5,P29992,P51681,Alzheimer's disease
GNA11,ADRA1B,P29992,P35368,Alzheimer's disease
GNA11,CHRM1,P29992,P11229,Alzheimer's disease
GNA11,AGTR2,P29992,P50052,Alzheimer's disease
GNA11,EDN1,P29992,P05305,Alzheimer's disease
GNA11,CXCR4,P29992,P61073,Alzheimer's disease
GNA11,CHEMBL3883319,P29992,P62873 P59768,Alzheimer's disease
GNA11,GNB1,P29992,P62873,Alzheimer's disease
HTR2C,CXCR4,P28335,P61073,Alzheimer's disease
HTR2C,CCR3,P28335,P51677,Alzheimer's disease
HTR2C,CHEMBL3301384,P28335,P51681 P35372,Alzheimer's disease
HTR2C,CCR5,P28335,P51681,Alzheimer's disease
HTR2C,CXCL12,P28335,P48061,Alzheimer's disease
HTR2C,EDN1,P28335,P05305,Alzheimer's disease
HTR2C,PTGER1,P28335,P34995,Alzheimer's disease
HTR2C,F2,P28335,P00734,Alzheimer's disease
HTR2C,P2RY2,P28335,P41231,Alzheimer's disease
HTR2C,AGTR2,P28335,P50052,Alzheimer's disease
HTR2C,CHEMBL3883319,P28335,P62873 P59768,Alzheimer's disease
HTR2C,GNB1,P28335,P62873,Alzheimer's disease
HTR2C,ADRA1B,P28335,P35368,Alzheimer's disease
HTR2C,CHRM1,P28335,P11229,Alzheimer's disease
HTR2C,GNAS,P28335,P63092,Alzheimer's disease
HTR2C,ARRB1,P28335,P49407,Alzheimer's disease
HTR2C,ADRB2,P28335,P07550,Alzheimer's disease
GNAQ,AGTR2,P50148,P50052,Alzheimer's disease
GNAQ,CCR3,P50148,P51677,Alzheimer's disease
GNAQ,CXCL12,P50148,P48061,Alzheimer's disease
GNAQ,GNAS,P50148,P63092,Alzheimer's disease
GNAQ,F2,P50148,P00734,Alzheimer's disease
GNAQ,ADRA1B,P50148,P35368,Alzheimer's disease
GNAQ,CHEMBL3301384,P50148,P51681 P35372,Alzheimer's disease
GNAQ,CCR5,P50148,P51681,Alzheimer's disease
GNAQ,EDN1,P50148,P05305,Alzheimer's disease
GNAQ,CHRM1,P50148,P11229,Alzheimer's disease
GNAQ,P2RY2,P50148,P41231,Alzheimer's disease
GNAQ,PTGER1,P50148,P34995,Alzheimer's disease
GNAQ,CHEMBL3883319,P50148,P62873 P59768,Alzheimer's disease
GNAQ,GNB1,P50148,P62873,Alzheimer's disease
GNAQ,CXCR4,P50148,P61073,Alzheimer's disease
CHEMBL3301384,CHRM1,P51681 P35372,P11229,Alzheimer's disease
CCR5,CHRM1,P51681,P11229,Alzheimer's disease
CHEMBL3301384,PTGER1,P51681 P35372,P34995,Alzheimer's disease
CCR5,PTGER1,P51681,P34995,Alzheimer's disease
CHEMBL3301384,ADRA1B,P51681 P35372,P35368,Alzheimer's disease
CCR5,ADRA1B,P51681,P35368,Alzheimer's disease
CHEMBL3301384,AGTR2,P51681 P35372,P50052,Alzheimer's disease
CCR5,AGTR2,P51681,P50052,Alzheimer's disease
CHEMBL3301384,P2RY2,P51681 P35372,P41231,Alzheimer's disease
CCR5,P2RY2,P51681,P41231,Alzheimer's disease
CHEMBL3301384,CCR3,P51681 P35372,P51677,Alzheimer's disease
CCR5,CCR3,P51681,P51677,Alzheimer's disease
CHEMBL3301384,CHEMBL3883319,P51681 P35372,P62873 P59768,Alzheimer's disease
CHEMBL3301384,GNB1,P51681 P35372,P62873,Alzheimer's disease
CCR5,CHEMBL3883319,P51681,P62873 P59768,Alzheimer's disease
CCR5,GNB1,P51681,P62873,Alzheimer's disease
CHEMBL3301384,GNAS,P51681 P35372,P63092,Alzheimer's disease
CCR5,GNAS,P51681,P63092,Alzheimer's disease
CHEMBL3301384,F2,P51681 P35372,P00734,Alzheimer's disease
CCR5,F2,P51681,P00734,Alzheimer's disease
CHEMBL3301384,EDN1,P51681 P35372,P05305,Alzheimer's disease
CCR5,EDN1,P51681,P05305,Alzheimer's disease
CHEMBL3301384,ADRB2,P51681 P35372,P07550,Alzheimer's disease
CCR5,ADRB2,P51681,P07550,Alzheimer's disease
CHEMBL3301384,CXCR4,P51681 P35372,P61073,Alzheimer's disease
CCR5,CXCR4,P51681,P61073,Alzheimer's disease
CHEMBL3301384,CXCL12,P51681 P35372,P48061,Alzheimer's disease
CCR5,CXCL12,P51681,P48061,Alzheimer's disease
CHEMBL3301384,ARRB1,P51681 P35372,P49407,Alzheimer's disease
CCR5,ARRB1,P51681,P49407,Alzheimer's disease
PTGER1,ADRA1B,P34995,P35368,Alzheimer's disease
PTGER1,AGTR2,P34995,P50052,Alzheimer's disease
PTGER1,CCR3,P34995,P51677,Alzheimer's disease
PTGER1,F2,P34995,P00734,Alzheimer's disease
PTGER1,CHRM1,P34995,P11229,Alzheimer's disease
PTGER1,CHEMBL3883319,P34995,P62873 P59768,Alzheimer's disease
PTGER1,GNB1,P34995,P62873,Alzheimer's disease
PTGER1,CXCL12,P34995,P48061,Alzheimer's disease
PTGER1,CXCR4,P34995,P61073,Alzheimer's disease
PTGER1,GNAS,P34995,P63092,Alzheimer's disease
PTGER1,EDN1,P34995,P05305,Alzheimer's disease
PTGER1,ARRB1,P34995,P49407,Alzheimer's disease
PTGER1,P2RY2,P34995,P41231,Alzheimer's disease
PTGER1,ADRB2,P34995,P07550,Alzheimer's disease
ADRB2,CCR3,P07550,P51677,Alzheimer's disease
ADRB2,CHRM1,P07550,P11229,Alzheimer's disease
ADRB2,ADRA1B,P07550,P35368,Alzheimer's disease
ADRB2,AGTR2,P07550,P50052,Alzheimer's disease
ADRB2,F2,P07550,P00734,Alzheimer's disease
ADRB2,P2RY2,P07550,P41231,Alzheimer's disease
ADRB2,CXCL12,P07550,P48061,Alzheimer's disease
ADRB2,EDN1,P07550,P05305,Alzheimer's disease
ADRB2,CXCR4,P07550,P61073,Alzheimer's disease
ADRB2,CHEMBL3883319,P07550,P62873 P59768,Alzheimer's disease
ADRB2,GNB1,P07550,P62873,Alzheimer's disease
ADRB2,GNAS,P07550,P63092,Alzheimer's disease
ADRB2,ARRB1,P07550,P49407,Alzheimer's disease
CHRM1,F2,P11229,P00734,Alzheimer's disease
CHRM1,AGTR2,P11229,P50052,Alzheimer's disease
CHRM1,CCR3,P11229,P51677,Alzheimer's disease
CHRM1,CXCL12,P11229,P48061,Alzheimer's disease
CHRM1,CHEMBL3883319,P11229,P62873 P59768,Alzheimer's disease
CHRM1,GNB1,P11229,P62873,Alzheimer's disease
CHRM1,CXCR4,P11229,P61073,Alzheimer's disease
CHRM1,GNAS,P11229,P63092,Alzheimer's disease
CHRM1,EDN1,P11229,P05305,Alzheimer's disease
CHRM1,P2RY2,P11229,P41231,Alzheimer's disease
CHRM1,ADRA1B,P11229,P35368,Alzheimer's disease
CHRM1,ARRB1,P11229,P49407,Alzheimer's disease
ADRA1B,CCR3,P35368,P51677,Alzheimer's disease
ADRA1B,F2,P35368,P00734,Alzheimer's disease
ADRA1B,P2RY2,P35368,P41231,Alzheimer's disease
ADRA1B,CXCL12,P35368,P48061,Alzheimer's disease
ADRA1B,AGTR2,P35368,P50052,Alzheimer's disease
ADRA1B,CHEMBL3883319,P35368,P62873 P59768,Alzheimer's disease
ADRA1B,GNB1,P35368,P62873,Alzheimer's disease
ADRA1B,GNAS,P35368,P63092,Alzheimer's disease
ADRA1B,EDN1,P35368,P05305,Alzheimer's disease
ADRA1B,ARRB1,P35368,P49407,Alzheimer's disease
ADRA1B,CXCR4,P35368,P61073,Alzheimer's disease
F2,CHEMBL3883319,P00734,P62873 P59768,Alzheimer's disease
F2,GNB1,P00734,P62873,Alzheimer's disease
F2,ARRB1,P00734,P49407,Alzheimer's disease
F2,P2RY2,P00734,P41231,Alzheimer's disease
F2,AGTR2,P00734,P50052,Alzheimer's disease
F2,CCR3,P00734,P51677,Alzheimer's disease
F2,GNAS,P00734,P63092,Alzheimer's disease
F2,CXCL12,P00734,P48061,Alzheimer's disease
F2,CXCR4,P00734,P61073,Alzheimer's disease
F2,EDN1,P00734,P05305,Alzheimer's disease
P2RY2,GNAS,P41231,P63092,Alzheimer's disease
P2RY2,AGTR2,P41231,P50052,Alzheimer's disease
P2RY2,CHEMBL3883319,P41231,P62873 P59768,Alzheimer's disease
P2RY2,GNB1,P41231,P62873,Alzheimer's disease
P2RY2,CCR3,P41231,P51677,Alzheimer's disease
P2RY2,CXCR4,P41231,P61073,Alzheimer's disease
P2RY2,CXCL12,P41231,P48061,Alzheimer's disease
P2RY2,EDN1,P41231,P05305,Alzheimer's disease
P2RY2,ARRB1,P41231,P49407,Alzheimer's disease
GNAS,CXCL12,P63092,P48061,Alzheimer's disease
GNAS,EDN1,P63092,P05305,Alzheimer's disease
GNAS,CCR3,P63092,P51677,Alzheimer's disease
GNAS,AGTR2,P63092,P50052,Alzheimer's disease
GNAS,CXCR4,P63092,P61073,Alzheimer's disease
GNAS,ARRB1,P63092,P49407,Alzheimer's disease
AGTR2,CCR3,P50052,P51677,Alzheimer's disease
AGTR2,CXCR4,P50052,P61073,Alzheimer's disease
AGTR2,CXCL12,P50052,P48061,Alzheimer's disease
AGTR2,CHEMBL3883319,P50052,P62873 P59768,Alzheimer's disease
AGTR2,GNB1,P50052,P62873,Alzheimer's disease
AGTR2,ARRB1,P50052,P49407,Alzheimer's disease
AGTR2,EDN1,P50052,P05305,Alzheimer's disease
EDN1,CHEMBL3883319,P05305,P62873 P59768,Alzheimer's disease
EDN1,GNB1,P05305,P62873,Alzheimer's disease
EDN1,CCR3,P05305,P51677,Alzheimer's disease
EDN1,ARRB1,P05305,P49407,Alzheimer's disease
EDN1,CXCR4,P05305,P61073,Alzheimer's disease
EDN1,CXCL12,P05305,P48061,Alzheimer's disease
CXCL12,CHEMBL3883319,P48061,P62873 P59768,Alzheimer's disease
CXCL12,GNB1,P48061,P62873,Alzheimer's disease
CXCL12,ARRB1,P48061,P49407,Alzheimer's disease
CXCL12,CCR3,P48061,P51677,Alzheimer's disease
CXCL12,CXCR4,P48061,P61073,Alzheimer's disease
CXCR4,CHEMBL3883319,P61073,P62873 P59768,Alzheimer's disease
CXCR4,GNB1,P61073,P62873,Alzheimer's disease
CXCR4,CCR3,P61073,P51677,Alzheimer's disease
CXCR4,ARRB1,P61073,P49407,Alzheimer's disease
ARRB1,CCR3,P49407,P51677,Alzheimer's disease
ARRB1,CHEMBL3883319,P49407,P62873 P59768,Alzheimer's disease
ARRB1,GNB1,P49407,P62873,Alzheimer's disease
CCR3,CHEMBL3883319,P51677,P62873 P59768,Alzheimer's disease
CCR3,GNB1,P51677,P62873,Alzheimer's disease
ADCY3,GCG,O60266,P01275,Alzheimer's disease
ADCY3,GNAS,O60266,P63092,Alzheimer's disease
ADCY3,GNAL,O60266,P38405,Alzheimer's disease
HTR6,NPPA,P50406,P01160,Alzheimer's disease
HTR6,GIP,P50406,P09681,Alzheimer's disease
HTR6,ADCYAP1,P50406,P18509,Alzheimer's disease
HTR6,GCG,P50406,P01275,Alzheimer's disease
HTR6,VIP,P50406,P01282,Alzheimer's disease
HTR6,POMC,P50406,P01189,Alzheimer's disease
HTR6,NF1,P50406,P21359,Alzheimer's disease
GNAL,ADCYAP1,P38405,P18509,Alzheimer's disease
FYN,CDK5,P06241,Q00535,Alzheimer's disease
FYN,CHEMBL3885549,P06241,Q00535 O60563,Alzheimer's disease
FYN,CHEMBL1907600,P06241,Q00535 Q15078,Alzheimer's disease
GIP,GNAS,P09681,P63092,Alzheimer's disease
GIP,ADCYAP1,P09681,P18509,Alzheimer's disease
VIP,ADCYAP1,P01282,P18509,Alzheimer's disease
VIP,GNAS,P01282,P63092,Alzheimer's disease
GNAS,GCG,P63092,P01275,Alzheimer's disease
GNAS,ADCYAP1,P63092,P18509,Alzheimer's disease
POMC,ADCYAP1,P01189,P18509,Alzheimer's disease
GCG,ADCYAP1,P01275,P18509,Alzheimer's disease
STX1A,SLC18A2,Q16623,Q05940,Alzheimer's disease
STX1A,SLC6A4,Q16623,P31645,Alzheimer's disease
HTR1A,HTR1B,P08908,P28222,Alzheimer's disease
SEC24C,SEC24B,P53992,O95487,Alzheimer's disease
PLCG1,CHRNA1,P19174,P02708,Alzheimer's disease
PLCG1,CHEMBL4106145,P19174,P02708 P11230 Q07001 Q04844,Alzheimer's disease
PLCG1,CHEMBL3885508,P19174,P02708 P11230,Alzheimer's disease
PLCG1,CHEMBL3038459,P19174,P02708 P30926,Alzheimer's disease
PLCG1,CHEMBL3038458,P19174,P02708 P17787,Alzheimer's disease
PLCG1,CHEMBL1907588,P19174,P02708 P07510 P11230 Q07001,Alzheimer's disease
PLCG1,P2RY2,P19174,P41231,Alzheimer's disease
PLCG1,AGT,P19174,P01019,Alzheimer's disease
PLCG1,CHRM1,P19174,P11229,Alzheimer's disease
PLCG1,EDN1,P19174,P05305,Alzheimer's disease
